,sensor,date,class,reason,speed,feat1,feat2,feat3,feat4,feat5,feat6,predicted,user_name,followers_count,verified
0,199066501,1/7/2017 9:42,0,Congestion ,107,3840,0.4,7,266.0,306.0,282.0,2.0,,0.0,0.0
0,199066501,1/7/2017 9:43,0,Congestion ,107,3840,0.4,7,266.0,306.0,282.0,2.0,,0.0,0.0
0,199066501,1/7/2017 9:44,0,Congestion ,107,3840,0.4,7,266.0,306.0,282.0,2.0,,0.0,0.0
0,199066501,1/7/2017 9:45,0,Congestion ,107,3900,0.4,7,266.0,306.0,282.0,2.0,,0.0,0.0
0,199066501,1/7/2017 9:46,0,Congestion ,107,3960,0.4,7,266.0,306.0,282.0,2.0,,0.0,0.0
0,199066501,1/7/2017 9:47,0,Congestion ,107,3960,0.4,7,266.0,306.0,282.0,2.0,,0.0,0.0
0,199066501,1/7/2017 9:48,0,Congestion ,107,3960,0.4,8,266.0,306.0,282.0,2.0,,0.0,0.0
0,199066501,1/7/2017 9:49,0,Congestion ,106,4020,0.4,8,269.0,308.0,285.0,2.0,,0.0,0.0
0,199066501,1/7/2017 9:50,0,Congestion ,106,4020,0.4,8,269.0,308.0,285.0,2.0,,0.0,0.0
0,199066501,1/7/2017 9:51,0,Congestion ,106,4020,0.4,8,269.0,308.0,285.0,2.0,,0.0,0.0
0,199066501,1/7/2017 9:52,0,Congestion ,105,4020,0.4,8,271.0,311.0,279.0,2.0,,0.0,0.0
0,199066501,1/7/2017 9:53,0,Congestion ,105,4080,0.4,8,271.0,311.0,279.0,2.0,,0.0,0.0
0,199066501,1/7/2017 9:54,0,Congestion ,105,4080,0.4,8,271.0,311.0,279.0,2.0,,0.0,0.0
0,199066501,1/7/2017 9:55,0,Congestion ,105,4140,0.3,8,271.0,311.0,279.0,2.0,,0.0,0.0
0,199066501,1/7/2017 9:56,0,Congestion ,105,4140,0.3,8,271.0,311.0,279.0,2.0,,0.0,0.0
0,199066501,1/7/2017 9:57,0,Congestion ,105,4140,0.4,8,271.0,311.0,279.0,2.0,,0.0,0.0
0,199066501,1/7/2017 9:58,0,Congestion ,105,4080,0.4,8,271.0,311.0,279.0,2.0,,0.0,0.0
