,10,10,10,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause
0,276,276.0,528.0,8.163337099096515e+17,TRAVEL: #M25: One lane blocked by a broken down car anticlockwise between J6 #Godstone and Clacket Lane Services,2017-01-03T17:21:37.000Z,67332739.0,BBC Radio Surrey,Tune in to BBC Radio Surrey across  #Surrey & NE #Hampshire on 104/104.6FM/ Online/ DAB/ Freeview 722/ Smart phone & speaker.,60807.0,1.0,down broken block
0,277,277.0,529.0,8.163337101109699e+17,TRAVEL: #M25: One lane blocked by a broken down car anticlockwise between J6 #Godstone and Clacket Lane Services,2017-01-03T17:21:37.000Z,101248459.0,BBC Radio Sussex,"Your radio station made in #Sussex for Sussex. 
Tune in: 104.5/8 or 95.3 FM DAB Freeview 720 or Smart Speaker.
sussexnews@bbc.co.uk
Phone: 0800 232 1045",126794.0,1.0,down broken block
0,278,278.0,530.0,8.163337101906084e+17,TRAVEL: #M25: One lane blocked by a broken down car anticlockwise between J6 #Godstone and Clacket Lane Services,2017-01-03T17:21:37.000Z,362375284.0,BBC Radio Surrey Travel,Official travel news feed for #Surrey from @BBCSurrey: BBC Radio Surrey 104/104.6FM Digital Online and Freeview 722 with Surrey County Council and partners.,40778.0,0.0,down broken block
0,279,279.0,531.0,8.163337102283571e+17,TRAVEL: #M25: One lane blocked by a broken down car anticlockwise between J6 #Godstone and Clacket Lane Services,2017-01-03T17:21:37.000Z,3110943143.0,Sylvie Blackmore,Radio Presenter at the BBC and Clinician in the NHS,1855.0,0.0,down broken block
0,284,284.0,538.0,8.163358003046277e+17,#SFMTravel: #M25: One lane blocked #anticlockwise between #J6 #Godstone and #ClacketLaneServices due to a broken down car.,2017-01-03T17:29:56.000Z,116885852.0,106.9 SFM,#AllAboutSittingbourne. YOUR local radio station. Check out our website at https://t.co/pIVkKyE6oD.,2021.0,0.0,down broken block
0,295,295.0,553.0,8.163496474134118e+17,TRAVEL: CLEARED: #M25: One lane blocked by a broken down car anticlockwise between J6 #Godstone and Clacket Lane Services,2017-01-03T18:24:57.000Z,3110943143.0,Sylvie Blackmore,Radio Presenter at the BBC and Clinician in the NHS,1855.0,0.0,down broken block
0,296,296.0,554.0,8.163496474679378e+17,TRAVEL: CLEARED: #M25: One lane blocked by a broken down car anticlockwise between J6 #Godstone and Clacket Lane Services,2017-01-03T18:24:57.000Z,67332739.0,BBC Radio Surrey,Tune in to BBC Radio Surrey across  #Surrey & NE #Hampshire on 104/104.6FM/ Online/ DAB/ Freeview 722/ Smart phone & speaker.,60807.0,1.0,down broken block
0,297,297.0,555.0,8.16349647618904e+17,TRAVEL: CLEARED: #M25: One lane blocked by a broken down car anticlockwise between J6 #Godstone and Clacket Lane Services,2017-01-03T18:24:57.000Z,362375284.0,BBC Radio Surrey Travel,Official travel news feed for #Surrey from @BBCSurrey: BBC Radio Surrey 104/104.6FM Digital Online and Freeview 722 with Surrey County Council and partners.,40778.0,0.0,down broken block
0,298,298.0,556.0,8.163496478411407e+17,TRAVEL: CLEARED: #M25: One lane blocked by a broken down car anticlockwise between J6 #Godstone and Clacket Lane Services,2017-01-03T18:24:57.000Z,101248459.0,BBC Radio Sussex,"Your radio station made in #Sussex for Sussex. 
Tune in: 104.5/8 or 95.3 FM DAB Freeview 720 or Smart Speaker.
sussexnews@bbc.co.uk
Phone: 0800 232 1045",126794.0,1.0,down broken block
0,303,303.0,561.0,8.163534220856566e+17,#M25 - SEVERE - Surrey Anti-Clockwise - Earlier broken down vehicle - Between J6 for A22 Surrey and Clacket Lane Services Tatsfield,2017-01-03T18:39:57.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0,down broken
