,10,10,10,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause
0,1978,1988.0,3491.0,8.205626404853678e+17,All lanes blocked on #M25 anti-clockwise btwn J6- J5 nr #GerrardsCross due to a multi vehicle collision . Please take care on the approach https://t.co/tAXNVNmKDh,2017-01-15T09:25:53.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0,collision block
0,1979,1989.0,3492.0,8.205626407664681e+17,All lanes blocked on #M25 anti-clockwise btwn J6- J5 nr #GerrardsCross due to a multi vehicle collision . Please take care on the approach https://t.co/HoVUqXk6Vo,2017-01-15T09:25:53.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,collision block
0,1980,1990.0,3493.0,8.205631228470968e+17,All lanes blocked on #M25 anti-clockwise btwn J6- J5 nr #GerrardsCross due to a multi vehicle collision . Please ta… …,2017-01-15T09:27:48.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,collision block
0,2702,2712.0,4643.0,8.216077947051254e+17,#M25 - SEVERE - Kent Anti-Clockwise - Accident - Between J5 for M26 Kent,2017-01-18T06:38:57.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0,accident
0,2797,2807.0,4777.0,8.216638895742607e+17,"INCIDENT: KFRS' &amp; @SECAmbulance release man from overturned van btwn J5 and 4, M25 anti-clockwise https://t.co/q42jqa6VDs",2017-01-18T10:21:51.000Z,94079197.0,Kent Fire and Rescue Service,The official Twitter of Kent Fire and Rescue Service England - not monitored 24 hours a day. Call 999 in an emergency.,56420.0,1.0,incident overturn
0,3443,3453.0,5941.0,8.224652117644493e+17,TRAVEL: #M25: One lane blocked due to an accident anticlockwise between Clacket Lane Services and J5 #M26,2017-01-20T15:26:01.000Z,101248459.0,BBC Radio Sussex,"Your radio station made in #Sussex for Sussex. 
Tune in: 104.5/8 or 95.3 FM DAB Freeview 720 or Smart Speaker.
sussexnews@bbc.co.uk
Phone: 0800 232 1045",126794.0,1.0,accident block
0,3444,3454.0,5942.0,8.224652119574118e+17,TRAVEL: #M25: One lane blocked due to an accident anticlockwise between Clacket Lane Services and J5 #M26,2017-01-20T15:26:01.000Z,362375284.0,BBC Radio Surrey Travel,Official travel news feed for #Surrey from @BBCSurrey: BBC Radio Surrey 104/104.6FM Digital Online and Freeview 722 with Surrey County Council and partners.,40778.0,0.0,accident block
0,3445,3455.0,5943.0,8.224652120623063e+17,TRAVEL: #M25: One lane blocked due to an accident anticlockwise between Clacket Lane Services and J5 #M26,2017-01-20T15:26:01.000Z,3110943143.0,Sylvie Blackmore,Radio Presenter at the BBC and Clinician in the NHS,1855.0,0.0,accident block
0,3446,3456.0,5944.0,8.224652120874189e+17,TRAVEL: #M25: One lane blocked due to an accident anticlockwise between Clacket Lane Services and J5 #M26,2017-01-20T15:26:01.000Z,67332739.0,BBC Radio Surrey,Tune in to BBC Radio Surrey across  #Surrey & NE #Hampshire on 104/104.6FM/ Online/ DAB/ Freeview 722/ Smart phone & speaker.,60807.0,1.0,accident block
0,3447,3457.0,5945.0,8.224664348445573e+17,TRAVEL: CLEARED BUT SLOW: #M25: One lane blocked due to an accident anticlockwise between Clacket Lane Services and J5 #M26,2017-01-20T15:30:53.000Z,101248459.0,BBC Radio Sussex,"Your radio station made in #Sussex for Sussex. 
Tune in: 104.5/8 or 95.3 FM DAB Freeview 720 or Smart Speaker.
sussexnews@bbc.co.uk
Phone: 0800 232 1045",126794.0,1.0,slow accident block
0,3448,3458.0,5946.0,8.22466434932609e+17,TRAVEL: CLEARED BUT SLOW: #M25: One lane blocked due to an accident anticlockwise between Clacket Lane Services and J5 #M26,2017-01-20T15:30:53.000Z,362375284.0,BBC Radio Surrey Travel,Official travel news feed for #Surrey from @BBCSurrey: BBC Radio Surrey 104/104.6FM Digital Online and Freeview 722 with Surrey County Council and partners.,40778.0,0.0,slow accident block
0,3449,3459.0,5947.0,8.224664351003156e+17,TRAVEL: CLEARED BUT SLOW: #M25: One lane blocked due to an accident anticlockwise between Clacket Lane Services and J5 #M26,2017-01-20T15:30:53.000Z,67332739.0,BBC Radio Surrey,Tune in to BBC Radio Surrey across  #Surrey & NE #Hampshire on 104/104.6FM/ Online/ DAB/ Freeview 722/ Smart phone & speaker.,60807.0,1.0,slow accident block
0,3450,3460.0,5948.0,8.224664351129027e+17,TRAVEL: CLEARED BUT SLOW: #M25: One lane blocked due to an accident anticlockwise between Clacket Lane Services and J5 #M26,2017-01-20T15:30:53.000Z,3110943143.0,Sylvie Blackmore,Radio Presenter at the BBC and Clinician in the NHS,1855.0,0.0,slow accident block
