,10,10,10,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause
0,152,152.0,327.0,8.161511335929733e+17,#M25 clockwise between J27 and J28 | Clockwise | Road Works | Greater London Authority https://t.co/3uxZc6Q8N4 #east #uktraffic,2017-01-03T05:16:08.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work
0,1429,1439.0,2477.0,8.195919831780639e+17,M25 Clockwise - Slow moving traffic between J27 (M11) and J28 (A12/Brook Street).,2017-01-12T17:08:50.000Z,97210159.0,Essex Travel News,Latest from ECC's Traffic Control with info on live incidents on Essex roads. Mon-Fri 0600-2000 Sat 0900-1730. Please send updates-but we cannot reply directly,58532.0,0.0,slow
0,1508,1518.0,2607.0,8.196109454545428e+17,#M25 clockwise between J27 and J28 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-12T18:24:11.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full
0,1537,1547.0,2650.0,8.196147050229555e+17,#M25 clockwise between J27 and J28 | Congestion https://t.co/4Aj7uwvlWR,2017-01-12T18:39:08.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,conges
0,1539,1549.0,2655.0,8.196160421671895e+17,#M25 clockwise between J27 and J28 | Congestion https://t.co/0giZXmtspA Thx 2 HW England,2017-01-12T18:44:26.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,conges
0,1558,1568.0,2683.0,8.196190335364301e+17,#M25 - MEDIUM - Essex Clockwise - Congestion - Between J27 for M11 Essex and J28 for A12 South Weald,2017-01-12T18:56:20.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0,conges
0,1568,1578.0,2698.0,8.196203165992223e+17,TFL UPDATE: TfLTrafficNews: RT HighwaysEAST: #M25 clockwise between J27 and J28 | Congestion https://t.co/kyqvcy3mNY,2017-01-12T19:01:25.000Z,7.500593545655378e+17,Bob,#London #Property #Retweets just here to share some interesting things i see. #followme,151.0,0.0,conges
0,1608,1618.0,2795.0,8.196369587207086e+17,M25 clockwise between J27 and J28 | Broken down vehicle https://t.co/fPYEuBzf0L,2017-01-12T20:07:33.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,down broken
0,1609,1619.0,2796.0,8.196373777611817e+17,#M25 clockwise between J27 and J28 - Broken down vehicle - Full details at https://t.co/l5EmoAw0RN,2017-01-12T20:09:13.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,down broken full
0,1610,1620.0,2797.0,8.196373789858939e+17,#M25 clockwise between J27 and J28 - Broken down vehicle - Full details at https://t.co/LwI3prBa31,2017-01-12T20:09:13.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,down broken full
0,1611,1621.0,2798.0,8.196373954863718e+17,M25 clockwise between J27 and J28 | Broken down vehicle https://t.co/qlL8aabbrb Thx 2 HW England,2017-01-12T20:09:17.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,down broken
0,1626,1636.0,2835.0,8.196464118011372e+17,#M25 clockwise between J27 and J28 - Broken down vehicle - Full details at https://t.co/LwI3prjyEr,2017-01-12T20:45:07.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,down broken full
0,1817,1827.0,3200.0,8.199795399128187e+17,CLEARED-M25 Clockwise - Slow moving traffic between J27 (M11) and J28 (A12/Brook Street).,2017-01-13T18:48:51.000Z,97210159.0,Essex Travel News,Latest from ECC's Traffic Control with info on live incidents on Essex roads. Mon-Fri 0600-2000 Sat 0900-1730. Please send updates-but we cannot reply directly,58532.0,0.0,slow
0,2861,2871.0,4893.0,8.21759538764333e+17,M25 Clockwise – Slow moving traffic between J27 (M11) and J28 (A12/Brook Street).,2017-01-18T16:41:56.000Z,97210159.0,Essex Travel News,Latest from ECC's Traffic Control with info on live incidents on Essex roads. Mon-Fri 0600-2000 Sat 0900-1730. Please send updates-but we cannot reply directly,58532.0,0.0,slow
0,2887,2897.0,4930.0,8.217701532685435e+17,#M25 clockwise between J27 and J28 - Accident - Full details at https://t.co/l5EmoAw0RN,2017-01-18T17:24:06.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,accident full
0,2888,2898.0,4931.0,8.217701547743027e+17,#M25 clockwise between J27 and J28 - Accident - Full details at https://t.co/LwI3prBa31,2017-01-18T17:24:07.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,accident full
0,2889,2899.0,4934.0,8.21770291793662e+17,M25 clockwise between J27 and J28 | Accident https://t.co/OXpFCTAKI3,2017-01-18T17:24:39.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,accident
0,2890,2900.0,4936.0,8.2177075376708e+17,M25 clockwise between J27 and J28 | Accident https://t.co/cdflyBtLgT Thx 2 HW England,2017-01-18T17:26:30.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,accident
0,2907,2917.0,4959.0,8.217785079530127e+17,CLEARED - M25 Clockwise – Slow moving traffic between J27 (M11) and J28 (A12/Brook Street).,2017-01-18T17:57:18.000Z,97210159.0,Essex Travel News,Latest from ECC's Traffic Control with info on live incidents on Essex roads. Mon-Fri 0600-2000 Sat 0900-1730. Please send updates-but we cannot reply directly,58532.0,0.0,slow
0,3138,3148.0,5333.0,8.223439188430029e+17,#M25 clockwise between J27 and J28 - Vehicle Fire - Full details at https://t.co/l5EmoAw0RN,2017-01-20T07:24:03.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,fire full
0,3148,3158.0,5344.0,8.223451782918513e+17,M25 Clockwise – Vehicle fire between J27 (M11) and J28 (A12/Brook Street) vehicle is on the hardshoulder but smoke across the carriageway,2017-01-20T07:29:03.000Z,97210159.0,Essex Travel News,Latest from ECC's Traffic Control with info on live incidents on Essex roads. Mon-Fri 0600-2000 Sat 0900-1730. Please send updates-but we cannot reply directly,58532.0,0.0,hard fire smoke
0,3154,3164.0,5350.0,8.223455582411325e+17,M25 clockwise between J27 and J28 | Vehicle Fire https://t.co/qnofjHFvoU,2017-01-20T07:30:34.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,fire
0,3155,3165.0,5351.0,8.223457683675218e+17,M25 clockwise between J27 and J28 | Vehicle Fire https://t.co/rh2glN77Oe Thx 2 HW England,2017-01-20T07:31:24.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,fire
0,3160,3170.0,5357.0,8.223462037320008e+17,"#Traffic #update M25 clockwise between J27 and J28 | Clockwise | Vehicle Fire https://t.co/rEX8V6fQIV January 20, 2017",2017-01-20T07:33:08.000Z,7.223857485241467e+17,UK TRAFFIC SOLUTIONS,,11.0,0.0,fire
0,3163,3173.0,5364.0,8.223466092247204e+17,#M25 blocked due to a vehicle fire on M25 clockwise between J27 M11 and J28 In the roadworks area. https://t.co/UPOci7rFDX,2017-01-20T07:34:44.000Z,166946597.0,Heart Four Counties,Turning up the feel good for Herts Beds Bucks & Northants with Jamie and Amanda on Heart Breakfast and Hannah getting you home from 4!,17295.0,1.0,fire block
