,10,10,10,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause
0,359,359.0,637.0,8.164510435631596e+17,Eastern Traffic M25 anti-clockwise between J15 and J14 | Anti-Clockwise | Road Works https://t.co/dUGxv2Q7QA Drive Safe All,2017-01-04T01:07:52.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0,work
0,745,751.0,1280.0,8.172237878967828e+17,#M25 anti-clockwise between J15 and J14 | Anti-Clockwise | Road Works | Greater London Authority https://t.co/KWWqVbNM1I #east #uktraffic,2017-01-06T04:18:28.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work
0,1137,1147.0,1980.0,8.19222085054722e+17,"#M25 queuing anticlockwise between J14, Heathrow Terminal 4 and J12 M3 and again between J11, Chertsey and J10, Wisley Interchange",2017-01-11T16:39:00.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,queu
0,1156,1166.0,2006.0,8.192325737297347e+17,"#M25 queues anticlockwise between J14, Heathrow Terminal 4 and J10, Wisley Interchange",2017-01-11T17:20:40.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,queu
0,3461,3471.0,5968.0,8.224735460269302e+17,"#M25 slow anticlockwise between J14, Heathrow Terminal 4 and J12 M3",2017-01-20T15:59:08.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,slow
0,3549,3559.0,6093.0,8.225173866705347e+17,#M25 returned to normal anticlockwise between J15 M4 and J12 M3,2017-01-20T18:53:21.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,
0,3730,3741.0,6430.0,8.229395672254996e+17,"#Traffic #update M25 anti-clockwise between J15 and J14 | Anti-Clockwise | Accident https://t.co/hdhLVxGjR5 January 21, 2017",2017-01-21T22:50:56.000Z,7.223857485241467e+17,UK TRAFFIC SOLUTIONS,,11.0,0.0,accident
0,3731,3742.0,6431.0,8.229396058507346e+17,M25 anti-clockwise between J15 and J14 | Accident https://t.co/4DFOXCPMTb,2017-01-21T22:51:06.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,accident
0,3732,3743.0,6432.0,8.229403593155584e+17,#M25 anti-clockwise between J15 and J14 - Accident - Full details at https://t.co/l5EmoAw0RN,2017-01-21T22:54:05.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,accident full
0,3733,3744.0,6433.0,8.229421153071309e+17,"#M25 rolling road block anticlockwise between J15 M4 and J14, Heathrow Terminal 4, because of multi-vehicle accident",2017-01-21T23:01:04.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,accident roll block
0,3741,3752.0,6444.0,8.229502281856e+17,M25 anti-clockwise between J15 and J14 | Anti-Clockwise | Accident https://t.co/deIFl5Omdc,2017-01-21T23:33:18.000Z,3294220550.0,Naira Connect,Naira Connect is one of the world's largest online search engine for cheap flights and hotels worldwide. It's also a travel community,181.0,0.0,accident
0,4529,4545.0,7589.0,8.239424878448148e+17,"#M25 slow anticlockwise between J14, Heathrow Terminal 4 and J12 M3",2017-01-24T17:16:11.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,slow
0,5946,5967.0,10019.0,8.26482273105109e+17,"#M25 slow anticlockwise between J14, Heathrow Terminal 4 and J12 M3",2017-01-31T17:28:23.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,slow
