,10,10,10,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause
0,306,306.0,565.0,8.163600370567414e+17,M25 anti-clockwise between J30 and J29 | Anti-Clockwise | Road Works https://t.co/8KfG55uBMv,2017-01-03T19:06:14.000Z,3818483657.0,Traffic Updates,Live news updates of the U.K. roads network,263.0,0.0,work
0,307,307.0,567.0,8.163622912433234e+17,Eastern Traffic M25 anti-clockwise between J30 and J29 | Anti-Clockwise | Road Works https://t.co/Nk6Gp4X6Ya Drive Safe All,2017-01-03T19:15:12.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0,work
0,518,524.0,918.0,8.168827056653271e+17,#M25 anti-clockwise between J30 and J29 | Anti-Clockwise | Road Works | Thurrock https://t.co/zKQPS1O45N #east #uktraffic,2017-01-05T05:43:08.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work
0,549,555.0,968.0,8.169653692608348e+17,M25 Anticlockwise – Accident involving two vehicles between J30 (A13) and J29 (A127),2017-01-05T11:11:37.000Z,97210159.0,Essex Travel News,Latest from ECC's Traffic Control with info on live incidents on Essex roads. Mon-Fri 0600-2000 Sat 0900-1730. Please send updates-but we cannot reply directly,58532.0,0.0,accident
0,607,613.0,1045.0,8.169934618366116e+17,#M25 anti-clockwise between J30 and J29 | Anti-Clockwise | Road Works | Thurrock https://t.co/zWiwyInccr #east #uktraffic,2017-01-05T13:03:14.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work
0,728,734.0,1254.0,8.171417770144727e+17,#방탄소년단 #love #GOT7M25 anti-clockwise between J30 and J29 | Anti-Clockwise | Road Works https://t.co/2q6tQO7K9Y #travel #traveling,2017-01-05T22:52:36.000Z,471002654.0,Travel,,12.0,0.0,work
0,730,736.0,1257.0,8.171451761749074e+17,Eastern Traffic M25 anti-clockwise between J30 and J29 | Anti-Clockwise | Road Works https://t.co/HEBtxQeTne Drive Safe All,2017-01-05T23:06:06.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0,work
0,746,752.0,1281.0,8.172237935548908e+17,#M25 anti-clockwise between J30 and J29 | Anti-Clockwise | Road Works | Thurrock https://t.co/fOtxw0ul1s #east #uktraffic,2017-01-06T04:18:30.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work
0,790,796.0,1398.0,8.173880328022303e+17,Eastern Traffic M25 anti-clockwise between J30 and J29 | Anti-Clockwise | Road Works https://t.co/trBQUpsQJ1 Drive Safe All,2017-01-06T15:11:08.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0,work
0,954,961.0,1620.0,8.175158571610071e+17,#방탄소년단 #love #GOT7M25 anti-clockwise between J30 and J29 | Anti-Clockwise | Road Works https://t.co/LazKUcT4MJ #travel #traveling,2017-01-06T23:39:03.000Z,471002654.0,Travel,,12.0,0.0,work
