,10,10,10,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause
0,224,224.0,433.0,8.162237087884329e+17,#M25 anti-clockwise between J19 and J18 | Anti-Clockwise | Road Works | Hertfordshire https://t.co/tGXFsdfCrk #east #uktraffic,2017-01-03T10:04:31.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work
0,423,424.0,754.0,8.166207859346719e+17,#M25 anti-clockwise between J19 and J18 | Anti-Clockwise | Road Works | Hertfordshire https://t.co/UZ0BeW8vSO #east #uktraffic,2017-01-04T12:22:22.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work
0,477,482.0,869.0,8.16775682286035e+17,#M25 anti-clockwise between J19 and J18 | Anti-Clockwise | Road Works | Hertfordshire https://t.co/AbtiJzhn2t #east #uktraffic,2017-01-04T22:37:52.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work
0,1227,1237.0,2121.0,8.193104511505203e+17,#M25 anti-clockwise between J19 and J18 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-11T22:30:08.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full
0,2173,2183.0,3801.0,8.208834200793948e+17,#M25 - MINOR - Hertfordshire Anti-Clockwise - Congestion - Between J21 for M1 Hertfordshire and J18 for A404 Rickmansworth,2017-01-16T06:40:33.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0,conges
0,2427,2437.0,4210.0,8.2125013608081e+17,#M25 - MINOR - Hertfordshire Anti-Clockwise - Congestion - Between J21 for M1 Hertfordshire and J18 for A404 Rickmansworth,2017-01-17T06:57:45.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0,conges
0,2725,2735.0,4678.0,8.216228102169518e+17,#M25 - MINOR - Hertfordshire Anti-Clockwise - Congestion - Between J20 for A41 Hertfordshire and J18 for A404 Rickmansworth,2017-01-18T07:38:37.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0,conges
0,3454,3464.0,5956.0,8.22468509187838e+17,#M25 anti-clockwise between J19 and J18 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-20T15:39:07.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full
0,3700,3711.0,6368.0,8.22820634510164e+17,#M25 anti-clockwise between J19 and J18 | Anti-Clockwise | Road Works | Hertfordshire https://t.co/UZ0BeW8vSO #east #uktraffic,2017-01-21T14:58:21.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work
0,3804,3815.0,6566.0,8.234222955532452e+17,#M25 - MINOR - Hertfordshire Anti-Clockwise - Congestion - Between J21 for M1 Hertfordshire and J18 for A404 Rickmansworth,2017-01-23T06:49:08.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0,conges
0,4201,4213.0,7164.0,8.237848488338596e+17,#M25 - MINOR - Hertfordshire Anti-Clockwise - Congestion - Between J21 for M1 Hertfordshire and J18 for A404 Rickmansworth,2017-01-24T06:49:47.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0,conges
0,4936,4954.0,8268.0,8.245060170608886e+17,#M25 - MINOR - Hertfordshire Anti-Clockwise - Congestion - Between J21 for M1 Hertfordshire and J18 for A404 Rickmansworth,2017-01-26T06:35:27.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0,conges
0,5058,5077.0,8539.0,8.248839077282488e+17,#M25 Heavy anticlockwise between J20 and J16 M40.,2017-01-27T07:37:03.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,heavy
