tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified
825963741816692736,TRAVEL: Heavy traffic on M25 clockwise between J9 A243 / A245 (Leatherhead) and J11 A317 (Chertsey). https://t.co/RmhHfOOVss,2017-01-30T07:07:56.000Z,23930762,Greatest Hits Radio Surrey & East Hampshire,The biggest songs of the 70s 80s and 90s played by presenters you know and love. Listen on your radio mobile or on your smart speaker.,62108,False
825963819398791169,Helped nearby drivers by reporting a stand still traffic jam on M25 (ACW) on @waze - Drive Social. https://t.co/OuQ8CnO525,2017-01-30T07:08:14.000Z,42750106,Raul,"Cand esti mort nu stii ca esti mort. E greu doar pentru ceilalti.
La fel si cand esti prost....

Dont take life seriously! It is not permanent!",42,False
825964367648813056,"The M23 has queues northbound between J9 Gatwick Airport and the M25 following a collision, which has been moved to the hard shoulder [EJ]",2017-01-30T07:10:25.000Z,22595388,BBC Radio London Travel,The original traffic & travel tweet service for London from the BBC. Broadcasts on @BBCRadioLondon and updates on @BBCLondonNews,142155,True
825964789373485056,#M25 clockwise within J5 after M26 access - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-30T07:12:06.000Z,797685578,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500,False
825964984320585728,Helped nearby drivers by reporting a heavy traffic jam on M25 (ACW) on @waze - Drive Social. https://t.co/ohuY2l0brv,2017-01-30T07:12:52.000Z,42750106,Raul,"Cand esti mort nu stii ca esti mort. E greu doar pentru ceilalti.
La fel si cand esti prost....

Dont take life seriously! It is not permanent!",42,False
825965225304154112,M25 clockwise within J5 after M26 access | Clockwise | Congestion,2017-01-30T07:13:50.000Z,20979719,South East Traffic News,Latest traffic news in the South East UK.,10952,False
825965625956769792,TRAVEL: Caller Andy reports traffic has been stopped on the clockwise M25 just before Clacket Lane Services.,2017-01-30T07:15:25.000Z,362375284,BBC Radio Surrey Travel,Official travel news feed for #Surrey from @BBCSurrey: BBC Radio Surrey 104/104.6FM Digital Online and Freeview 722 with Surrey County Council and partners.,40778,False
825965625977819136,TRAVEL: Caller Andy reports traffic has been stopped on the clockwise M25 just before Clacket Lane Services.,2017-01-30T07:15:25.000Z,67332739,BBC Radio Surrey,Tune in to BBC Radio Surrey across  #Surrey & NE #Hampshire on 104/104.6FM/ Online/ DAB/ Freeview 722/ Smart phone & speaker.,60807,True
825966461160128512,TRAVEL: M25 clockwise - one lane blocked due to a broken down vehicle near Clacket Lane services.  Traffic was stopped for a brief while.,2017-01-30T07:18:44.000Z,362375284,BBC Radio Surrey Travel,Official travel news feed for #Surrey from @BBCSurrey: BBC Radio Surrey 104/104.6FM Digital Online and Freeview 722 with Surrey County Council and partners.,40778,False
825966561953456130,Helped nearby drivers by reporting a heavy traffic jam on M25 (ACW) on @waze - Drive Social. https://t.co/8GLCGWQYjD,2017-01-30T07:19:08.000Z,42750106,Raul,"Cand esti mort nu stii ca esti mort. E greu doar pentru ceilalti.
La fel si cand esti prost....

Dont take life seriously! It is not permanent!",42,False
825967443331973120,"#M23 - Q's accident, now on the hard shoulder on M23 Northbound between J9 M23 Gatwick Airport and M25 J7. All lanes have been re-opened.",2017-01-30T07:22:38.000Z,387584807,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087,False
825967457026326529,TRAVEL: queuing traffic on the #M25 clockwise between J4 A21 / A224 (Orpington) and J7 M23 after an earlier incident https://t.co/pjMQp9RnDY,2017-01-30T07:22:42.000Z,288993240,kmfm News,"The latest Kent headlines from the kmfm news team.
Email: news@thekmgroup.co.uk
Listen: https://t.co/DcAT33l4Pu",21269,True
825967491277058049,TRAVEL: queuing traffic on the #M25 clockwise between J4 A21 / A224 (Orpington) and J7 M23 after an earlier incident,2017-01-30T07:22:50.000Z,31101301,KentOnline,All the latest news from Kent - brought to you by the KentOnline team. Send stories and pics to news@thekmgroup.co.uk,194275,True
825967931020414977,#M25 Q's one lane closed accident anticlockwise between J10 A3 Wisley Interchange J9 Leatherhead.In lane four after Cobham Services.,2017-01-30T07:24:35.000Z,387584807,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087,False
825968238857170944,TRAVEL: M25 anticlockwise J10 - J9 - one lane blocked due to an accident near Cobham services.,2017-01-30T07:25:48.000Z,67332739,BBC Radio Surrey,Tune in to BBC Radio Surrey across  #Surrey & NE #Hampshire on 104/104.6FM/ Online/ DAB/ Freeview 722/ Smart phone & speaker.,60807,True
825968239201153025,TRAVEL: M25 anticlockwise J10 - J9 - one lane blocked due to an accident near Cobham services.,2017-01-30T07:25:48.000Z,362375284,BBC Radio Surrey Travel,Official travel news feed for #Surrey from @BBCSurrey: BBC Radio Surrey 104/104.6FM Digital Online and Freeview 722 with Surrey County Council and partners.,40778,False
825968372915511296,TRAFFIC: Accident on M25 anti-clockwise https://t.co/eoQv4W8ha5 https://t.co/b3IlOazefl,2017-01-30T07:26:20.000Z,16745046,SurreyLive,News traffic and travel weather features and much more from SurreyLive Surrey Advertiser & Surrey Mirror. Like our Facebook page https://t.co/VLdvRjxmX2,170200,True
825968412774035456,Helped nearby drivers by reporting a stand still traffic jam on M25 (ACW) on @waze - Drive Social. https://t.co/CYcHvezzhB,2017-01-30T07:26:30.000Z,42750106,Raul,"Cand esti mort nu stii ca esti mort. E greu doar pentru ceilalti.
La fel si cand esti prost....

Dont take life seriously! It is not permanent!",42,False
825968558437912576,link road from from M25 J7 anti-clockwise to M23 J8 southbound | Southbound | Congestion,2017-01-30T07:27:04.000Z,20979719,South East Traffic News,Latest traffic news in the South East UK.,10952,False
825968868548042752,3 hours too early for my 10am start.. but no choice because M25. This is why medical students carry back packs. 🎒Happy Monday! 🙌🏼 #nomad https://t.co/NMDFh84wOf,2017-01-30T07:28:18.000Z,1127793277,Alice,Business graduate turned Doctor | University of Cambridge graduate | Fascinated by skin | I love plants | Views my own. 📚👩🏽‍⚕️,1060,False
825969064724008960,Helped nearby drivers by reporting a stand still traffic jam on M25 (ACW) on @waze - Drive Social. https://t.co/KV1wx3Zxp6,2017-01-30T07:29:05.000Z,42750106,Raul,"Cand esti mort nu stii ca esti mort. E greu doar pentru ceilalti.
La fel si cand esti prost....

Dont take life seriously! It is not permanent!",42,False
825969322111623168,link road from from M25 J7 anti-clockwise to M23 J8 southbound | Southbound | Congestion https://t.co/uUcKgGWbmK,2017-01-30T07:30:06.000Z,544501743,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232,False
825969325106302976,M25 clockwise between J5 and J6 | Clockwise | Congestion https://t.co/gUFE6mfLM1,2017-01-30T07:30:07.000Z,544501743,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232,False
825969330278039552,#M25 clockwise between J5 and J6 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-30T07:30:08.000Z,797685578,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500,False
825969828745900032,Minor Congestion: Northbound between J9 and Fairoak Lane Malden Rushett #Surrey #Traffic #M25 #B280,2017-01-30T07:32:07.000Z,733088438031949825,Traffic,,366,False
825970081570119680,Minor Congestion: Westbound from Spur to Rushmore Hill #GreaterLondon #Traffic #M25,2017-01-30T07:33:07.000Z,733088438031949825,Traffic,,366,False
825970187128041474,M25 clockwise between J5 and J6 | Clockwise | Congestion,2017-01-30T07:33:33.000Z,20979719,South East Traffic News,Latest traffic news in the South East UK.,10952,False
825970528808796160,Helped nearby drivers by reporting a stand still traffic jam on M25 (ACW) on @waze - Drive Social. https://t.co/4s5svjj1iE,2017-01-30T07:34:54.000Z,42750106,Raul,"Cand esti mort nu stii ca esti mort. E greu doar pentru ceilalti.
La fel si cand esti prost....

Dont take life seriously! It is not permanent!",42,False
825972033783750662,TRAFFIC: Slow on M25 https://t.co/BfcbQMkiVG,2017-01-30T07:40:53.000Z,3240469672,EditorYA,,90,False
825972376743583745,#M25 clockwise within J5 before M26 access - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-30T07:42:15.000Z,797685578,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500,False
825972377725104133,#M25 clockwise within J5 before M26 access - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-30T07:42:15.000Z,2203877580,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600,False
825973611710267393,M23 North bound blocked down to 40 / standstill from Crawley / Gatwick to M25,2017-01-30T07:47:09.000Z,2825411512,Spotted Vosa,Spotting the stripey vosa pullers about! If you see one let us know by tweeting us at @spottedvosa or our facebook page,1201,False
825973721722654722,TRAVEL: A3 slow northbound from Milford to Guildford and again from Burntcommon to the M25,2017-01-30T07:47:35.000Z,362375284,BBC Radio Surrey Travel,Official travel news feed for #Surrey from @BBCSurrey: BBC Radio Surrey 104/104.6FM Digital Online and Freeview 722 with Surrey County Council and partners.,40778,False
825973722154680320,TRAVEL: A3 slow northbound from Milford to Guildford and again from Burntcommon to the M25,2017-01-30T07:47:35.000Z,67332739,BBC Radio Surrey,Tune in to BBC Radio Surrey across  #Surrey & NE #Hampshire on 104/104.6FM/ Online/ DAB/ Freeview 722/ Smart phone & speaker.,60807,True
825974349299666945,This vehicle was being driven on #M25 #Leatherhead without tax or MOT. #Ticket issued and vehicle seized #OpExcise https://t.co/DEsTTkA9Q9,2017-01-30T07:50:05.000Z,2503741075,S/Insp 5823 Wright,SC attached to Surrey Police Roads Policing Unit. @DutySheet guru. To report an incident please use 101. Only use 999 in an emergency.,664,False
825974416811110400,"#M4 Queueing Eastbound between J4B (M25) and A4 (Chiswick).Past Heathrow, and again from Heston Services.",2017-01-30T07:50:21.000Z,387584807,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087,False
825974626639609857,#M25 J30 anti-clockwise exit - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-30T07:51:11.000Z,797685578,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500,False
825974629021925376,#M25 clockwise between J4 and J5 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-30T07:51:12.000Z,797685578,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500,False
825974808911413248,#M25 Heavy on M25 anticlockwise between J19 and J15 M4.,2017-01-30T07:51:54.000Z,387584807,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087,False
825975140026572800,My bright idea of going down the M40 to avoid the M25 as blown up in my face! I haven't moved in the last 45 minutes!,2017-01-30T07:53:13.000Z,371940648,Tyler Ellis,Veni Vidi Vici,162,False
825975371258544128,M11 southbound within J6 after #M25 J27 clockwise access - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-30T07:54:09.000Z,797685578,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500,False
825976117781618688,M11 southbound within J6 before #M25 J27 clockwise access | Congestion https://t.co/gBIxXTA1wH,2017-01-30T07:57:07.000Z,224662544,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664,False
825976438994120705,@mustbecwaced NPH is about unsustainable growth. Trying to recreate London&amp;M25 here is not clever! Why cant you see this? #deluded #notforme,2017-01-30T07:58:23.000Z,181158000,nicka,,179,False
825976907019780097,#M25 J26 anti-clockwise exit - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-30T08:00:15.000Z,797685578,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500,False
825976910765240321,M11 southbound within J6 before #M25 J27 clockwise access - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-30T08:00:16.000Z,797685578,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500,False
825977175937523712,M11 southbound within J6 before #M25 J27 clockwise access | Congestion https://t.co/yqj7Qo6Pm1 Thx 2 HW England,2017-01-30T08:01:19.000Z,4122209764,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909,False
825977622920196096,M25 J3 clockwise exit | Clockwise | Congestion,2017-01-30T08:03:05.000Z,20979719,South East Traffic News,Latest traffic news in the South East UK.,10952,False
825977633737363460,M25 J3 clockwise exit | Clockwise | Congestion https://t.co/WZGfOvSRaB,2017-01-30T08:03:08.000Z,544501743,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232,False
825978442374119424,#M25 J3 clockwise exit - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-30T08:06:21.000Z,797685578,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500,False
825978444135686145,#M25 J3 clockwise exit - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-30T08:06:21.000Z,2203877580,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600,False
825979930685087744,#M25 J22 anti-clockwise exit - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-30T08:12:16.000Z,797685578,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500,False
825979931645575168,#M25 J22 anti-clockwise exit - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-30T08:12:16.000Z,2203877580,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600,False
825982195533758468,#M25 J8 anti-clockwise exit - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-30T08:21:16.000Z,797685578,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500,False
825982342497968129,TRAVEL: A3 northbound is running well now between Burntcommon and the M25,2017-01-30T08:21:51.000Z,362375284,BBC Radio Surrey Travel,Official travel news feed for #Surrey from @BBCSurrey: BBC Radio Surrey 104/104.6FM Digital Online and Freeview 722 with Surrey County Council and partners.,40778,False
825982342586044416,TRAVEL: A3 northbound is running well now between Burntcommon and the M25,2017-01-30T08:21:51.000Z,67332739,BBC Radio Surrey,Tune in to BBC Radio Surrey across  #Surrey & NE #Hampshire on 104/104.6FM/ Online/ DAB/ Freeview 722/ Smart phone & speaker.,60807,True
825982463470084097,Car collides with lorry after spinning on slippery M25 surface https://t.co/BGe6d0Wwm3,2017-01-30T08:22:19.000Z,20427680,Surrey Mirror,The Surrey Mirror news team. Call us on 01483508700 or email us at surreylive@trinitymirror.com,20473,True
825982836964524032,Little sleep overnight + feeling rough = a very unpleasant trip round the M25 this morning.,2017-01-30T08:23:49.000Z,344884514,Stefan Rance,Lover of all things football. Supporter of @hrbfc. Secretary of @HRBFCYouth. Cider drinker. All views own etc etc,285,False
825982900503875584,M25 J8 anti-clockwise exit | Anti-Clockwise | Congestion,2017-01-30T08:24:04.000Z,20979719,South East Traffic News,Latest traffic news in the South East UK.,10952,False
