,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause,class,predicted
0,8.161843140943053e+17,TRAVEL: M25 slowing generally between J9 and J12 clockwise. Particularly busy past J10 (A3).,2017-01-03T07:27:59.000Z,67332739.0,BBC Radio Surrey,Tune in to BBC Radio Surrey across  #Surrey & NE #Hampshire on 104/104.6FM/ Online/ DAB/ Freeview 722/ Smart phone & speaker.,60807.0,1.0,busy slow,0,0.0
1,8.161843141655962e+17,TRAVEL: M25 slowing generally between J9 and J12 clockwise. Particularly busy past J10 (A3).,2017-01-03T07:27:59.000Z,362375284.0,BBC Radio Surrey Travel,Official travel news feed for #Surrey from @BBCSurrey: BBC Radio Surrey 104/104.6FM Digital Online and Freeview 722 with Surrey County Council and partners.,40778.0,0.0,busy slow,0,0.0
2,8.16546334186623e+17,M25 TRAFFIC NEWS - #M25 Clockwise delays between J9 &amp; J11,2017-01-04T07:26:31.000Z,61511100.0,CHT News (aka Crawley Happy Times),A local online newspaper reporting only the good positive news and events in Crawley. A great town in West Sussex! :-) xx,4191.0,0.0,delay,0,0.0
3,8.168107224200929e+17,M25 clockwise between J11 and J12 | Clockwise | Road Works,2017-01-05T00:57:06.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,work,0,0.0
4,8.168107232211763e+17,M25 clockwise between J11 and J12 | Clockwise | Road Works https://t.co/dhCeWsiWgq,2017-01-05T00:57:06.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0,work,0,0.0
5,8.168153103427994e+17,South East Traffic M25 clockwise between J11 and J12 | Clockwise | Road Works https://t.co/PghSERsFfz Drive Safe All,2017-01-05T01:15:20.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0,work,0,0.0
6,8.169251538798469e+17,TRAVEL: M25 clockwise busy but moving between J9 A243 / A245 (Leatherhead) and J11 A317 (Chertsey). https://t.co/RmhHfOOVss,2017-01-05T08:31:49.000Z,23930762.0,Greatest Hits Radio Surrey & East Hampshire,The biggest songs of the 70s 80s and 90s played by presenters you know and love. Listen on your radio mobile or on your smart speaker.,62108.0,0.0,busy,0,0.0
7,8.170017306678436e+17,#M25 clockwise between J11 and J12 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-05T13:36:06.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full,1,0.0
8,8.170017321652716e+17,#M25 clockwise between J11 and J12 - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-05T13:36:06.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,conges full,1,0.0
9,8.170586146575565e+17,#M25 clockwise between J11 and J12 | Clockwise | Road Works | Surrey https://t.co/I14iz9ynMV #uktraffic,2017-01-05T17:22:08.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work,0,0.0
10,8.170640526985298e+17,"#M25 heavy clockwise between J11, Chertsey and J12 M3",2017-01-05T17:43:45.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,heavy,0,0.0
11,8.170716065813012e+17,#M25 - MINOR - Surrey Clockwise - Congestion - Between J11 for A317 Surrey and J12 for M3 Thorpe,2017-01-05T18:13:46.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0,conges,0,0.0
12,8.200722146365481e+17,M25 clockwise between J11 and J12 | Clockwise | Road Works,2017-01-14T00:57:06.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,work,0,0.0
13,8.200734834260705e+17,M25 clockwise between J11 and J12 | Clockwise | Road Works https://t.co/xp2UVPaxIf,2017-01-14T01:02:09.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0,work,0,0.0
14,8.200747292601876e+17,South East Traffic M25 clockwise between J11 and J12 | Clockwise | Road Works https://t.co/00WcNTukVv Drive Safe All,2017-01-14T01:07:06.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0,work,0,0.0
15,8.20631926210003e+17,#M25 clockwise between J11 and J12 | Clockwise | Road Works | Surrey https://t.co/vuVaSH5Kz8 #uktraffic,2017-01-15T14:01:12.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work,0,0.0
16,8.208879761253622e+17,#M25 - MINOR - Surrey Clockwise - Congestion - Between J9 for A243 Surrey and J11 for A317 Chertsey,2017-01-16T06:58:39.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0,conges,0,0.0
17,8.208899096365916e+17,"#M25 heavy clockwise between J5 M26 and J11, Chertsey",2017-01-16T07:06:20.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,heavy,0,0.0
18,8.208905583024046e+17,TRAVEL: Heavy traffic on M25 clockwise between J9 A243 / A245 (Leatherhead) and J11 A317 (Chertsey) https://t.co/RmhHfOOVss,2017-01-16T07:08:55.000Z,23930762.0,Greatest Hits Radio Surrey & East Hampshire,The biggest songs of the 70s 80s and 90s played by presenters you know and love. Listen on your radio mobile or on your smart speaker.,62108.0,0.0,heavy,0,0.0
19,8.209193075300147e+17,"#M25 queuing clockwise between J9, Leatherhead and J11, Chertsey",2017-01-16T09:03:09.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,queu,0,0.0
20,8.21061747272536e+17,#M25 Slow traffic on M25 clockwise between J11 A317 (Chertsey) and J12 M3.,2017-01-16T18:29:09.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,slow,0,0.0
21,8.212549871751209e+17,TRAVEL: M25 slowing clockwise Clacket Lane Services to J6.  Also then slow through J8 and J9 and again between J10 and J11,2017-01-17T07:17:01.000Z,362375284.0,BBC Radio Surrey Travel,Official travel news feed for #Surrey from @BBCSurrey: BBC Radio Surrey 104/104.6FM Digital Online and Freeview 722 with Surrey County Council and partners.,40778.0,0.0,slow slow,0,0.0
22,8.212549876029235e+17,TRAVEL: M25 slowing clockwise Clacket Lane Services to J6.  Also then slow through J8 and J9 and again between J10 and J11,2017-01-17T07:17:01.000Z,67332739.0,BBC Radio Surrey,Tune in to BBC Radio Surrey across  #Surrey & NE #Hampshire on 104/104.6FM/ Online/ DAB/ Freeview 722/ Smart phone & speaker.,60807.0,1.0,slow slow,0,0.0
23,8.212657729201398e+17,TRAVEL: Queueing traffic on M25 clockwise between J9 A243 / A245 / B2430 (Leatherhead) and J11 A317 (Chertsey). https://t.co/RmhHfOOVss,2017-01-17T07:59:53.000Z,23930762.0,Greatest Hits Radio Surrey & East Hampshire,The biggest songs of the 70s 80s and 90s played by presenters you know and love. Listen on your radio mobile or on your smart speaker.,62108.0,0.0,queu,0,0.0
24,8.21267208810664e+17,TRAVEL: Queueing traffic on M25 clockwise between J9 A243 / A245 / B2430 (Leatherhead) and J11 A317 (Chertsey) https://t.co/RmhHfOOVss,2017-01-17T08:05:35.000Z,23930762.0,Greatest Hits Radio Surrey & East Hampshire,The biggest songs of the 70s 80s and 90s played by presenters you know and love. Listen on your radio mobile or on your smart speaker.,62108.0,0.0,queu,0,0.0
25,8.216146282959012e+17,M25 clockwise between J11 and J12 | Clockwise | Road Works,2017-01-18T07:06:06.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,work,0,0.0
26,8.216154960218358e+17,Our Travel News: M25 clockwise between J11 and J12 | Clockwise | Road Works https://t.co/ZwEOAcIqB6 #travel,2017-01-18T07:09:33.000Z,66633423.0,The Sameday Company,Multi Award Winning B2B Courier Service.,907.0,0.0,work,0,0.0
