,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause,class,predicted
0,8.163534608661258e+17,#M25 anti-clockwise between J27 and J26 | Anti-Clockwise | Road Works | Essex https://t.co/LlmRO91Aig #east #uktraffic,2017-01-03T18:40:06.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work,0,0.0
1,8.16813013432832e+17,Eastern Traffic M25 anti-clockwise between J27 and J26 | Anti-Clockwise | Road Works https://t.co/BrGbzWN8uV Drive Safe All,2017-01-05T01:06:12.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0,work,0,0.0
2,8.169866283003453e+17,#M25 anti-clockwise between J27 and J26 - Broken down vehicle - Full details at https://t.co/l5EmoAw0RN,2017-01-05T12:36:05.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,down broken full,1,0.0
3,8.169866296341463e+17,#M25 anti-clockwise between J27 and J26 - Broken down vehicle - Full details at https://t.co/LwI3prBa31,2017-01-05T12:36:06.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,down broken full,1,0.0
4,8.169876251520819e+17,M25 anti-clockwise between J27 and J26 | Broken down vehicle https://t.co/POWZ5Mk7yn,2017-01-05T12:40:03.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,down broken,1,0.0
5,8.169877666932531e+17,M25 anti-clockwise between J27 and J26 | Broken down vehicle https://t.co/nW1zp7pUs1 Thx 2 HW England,2017-01-05T12:40:37.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,down broken,1,0.0
6,8.170017243259494e+17,#M25 anti-clockwise between J27 and J26 - Broken down vehicle - Full details at https://t.co/l5EmoANBJl,2017-01-05T13:36:04.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,down broken full,0,0.0
7,8.198110944032932e+17,M25 Anticlockwise - Slow moving traffic between J27 (M11) and J26 (Waltham Abbey),2017-01-13T07:39:30.000Z,97210159.0,Essex Travel News,Latest from ECC's Traffic Control with info on live incidents on Essex roads. Mon-Fri 0600-2000 Sat 0900-1730. Please send updates-but we cannot reply directly,58532.0,0.0,slow,0,0.0
8,8.213712684987556e+17,Eastern Traffic M25 anti-clockwise between J27 and J26 | Anti-Clockwise | Road Works https://t.co/362d7gvfvb Drive Safe All,2017-01-17T14:59:05.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0,work,0,0.0
9,8.223241049884795e+17,#M25 anti-clockwise between J27 and J26 | Anti-Clockwise | Road Works | Essex https://t.co/LlmRO8JYTG #east #uktraffic,2017-01-20T06:05:19.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work,0,0.0
10,8.238025937176822e+17,#M25 anti-clockwise between J27 and J26 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-24T08:00:18.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full,0,0.0
11,8.242132880576512e+17,Eastern Traffic M25 anti-clockwise between J27 and J26 | Anti-Clockwise | Road Works https://t.co/QeDOYz3Ydz Drive Safe All,2017-01-25T11:12:15.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0,work,0,0.0
12,8.247105217525514e+17,#M25 anti-clockwise between J27 and J26 | Anti-Clockwise | Road Works | Essex https://t.co/LlmRO91Aig #east #uktraffic,2017-01-26T20:08:05.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work,0,0.0
