,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause,class
0,8.161281370881393e+17,#M25 clockwise between J23 and J24 | Clockwise | Road Works | Hertfordshire https://t.co/dEIPFBJaOs #east #uktraffic,2017-01-03T03:44:45.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work,0
0,8.19277507333673e+17,#M25 clockwise between J23 and J24 | Clockwise | Road Works | Hertfordshire https://t.co/XI8zQRVhjr #east #uktraffic,2017-01-11T20:19:13.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work,0
0,8.195948249321718e+17,Eastern Traffic M25 clockwise between J23 and J24 | Clockwise | Road Works https://t.co/RST7NCM60O Drive Safe All,2017-01-12T17:20:08.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0,work,0
0,8.204370034310144e+17,#M25 clockwise between J23 and J24 | Clockwise | Road Works | Hertfordshire https://t.co/SQApznc8YW #east #uktraffic,2017-01-15T01:06:39.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work,0
0,8.215851812576461e+17,#M25 clockwise between J23 and J24 - Accident - Full details at https://t.co/l5EmoAw0RN,2017-01-18T05:09:06.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,accident full,0
0,8.21585182591488e+17,#M25 clockwise between J23 and J24 - Accident - Full details at https://t.co/LwI3prBa31,2017-01-18T05:09:06.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,accident full,0
0,8.215856822797312e+17,M25 clockwise between J23 and J24 | Accident https://t.co/Gv6MdK00yI,2017-01-18T05:11:05.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,accident,0
0,8.215932836799775e+17,M25 clockwise between J23 and J24 | Accident https://t.co/FLpbx7Xbku Thx 2 HW England,2017-01-18T05:41:17.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,accident,0
0,8.215967204800553e+17,M25 clockwise between J23 and J24 | Accident,2017-01-18T05:54:57.000Z,279879034.0,john pardo,Owner of Barnfield Plumbing & Property Services we do everything you need for property maintenance . We cover SE England,524.0,0.0,accident,0
0,8.216916377893233e+17,#M25 clockwise between J23 and J24 - Broken down vehicle - Full details at https://t.co/l5EmoAw0RN,2017-01-18T12:12:07.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,down broken full,0
