,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause,class
0,8.161511335929733e+17,#M25 clockwise between J27 and J28 | Clockwise | Road Works | Greater London Authority https://t.co/3uxZc6Q8N4 #east #uktraffic,2017-01-03T05:16:08.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work,0
0,8.195919831780639e+17,M25 Clockwise - Slow moving traffic between J27 (M11) and J28 (A12/Brook Street).,2017-01-12T17:08:50.000Z,97210159.0,Essex Travel News,Latest from ECC's Traffic Control with info on live incidents on Essex roads. Mon-Fri 0600-2000 Sat 0900-1730. Please send updates-but we cannot reply directly,58532.0,0.0,slow,0
0,8.196109454545428e+17,#M25 clockwise between J27 and J28 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-12T18:24:11.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full,0
0,8.196147050229555e+17,#M25 clockwise between J27 and J28 | Congestion https://t.co/4Aj7uwvlWR,2017-01-12T18:39:08.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,conges,0
0,8.196160421671895e+17,#M25 clockwise between J27 and J28 | Congestion https://t.co/0giZXmtspA Thx 2 HW England,2017-01-12T18:44:26.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,conges,0
0,8.196190335364301e+17,#M25 - MEDIUM - Essex Clockwise - Congestion - Between J27 for M11 Essex and J28 for A12 South Weald,2017-01-12T18:56:20.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0,conges,0
0,8.196203165992223e+17,TFL UPDATE: TfLTrafficNews: RT HighwaysEAST: #M25 clockwise between J27 and J28 | Congestion https://t.co/kyqvcy3mNY,2017-01-12T19:01:25.000Z,7.500593545655378e+17,Bob,#London #Property #Retweets just here to share some interesting things i see. #followme,151.0,0.0,conges,0
0,8.196369587207086e+17,M25 clockwise between J27 and J28 | Broken down vehicle https://t.co/fPYEuBzf0L,2017-01-12T20:07:33.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,down broken,0
0,8.196373777611817e+17,#M25 clockwise between J27 and J28 - Broken down vehicle - Full details at https://t.co/l5EmoAw0RN,2017-01-12T20:09:13.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,down broken full,0
0,8.196373789858939e+17,#M25 clockwise between J27 and J28 - Broken down vehicle - Full details at https://t.co/LwI3prBa31,2017-01-12T20:09:13.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,down broken full,0
0,8.196373954863718e+17,M25 clockwise between J27 and J28 | Broken down vehicle https://t.co/qlL8aabbrb Thx 2 HW England,2017-01-12T20:09:17.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,down broken,0
0,8.196464118011372e+17,#M25 clockwise between J27 and J28 - Broken down vehicle - Full details at https://t.co/LwI3prjyEr,2017-01-12T20:45:07.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,down broken full,0
0,8.199795399128187e+17,CLEARED-M25 Clockwise - Slow moving traffic between J27 (M11) and J28 (A12/Brook Street).,2017-01-13T18:48:51.000Z,97210159.0,Essex Travel News,Latest from ECC's Traffic Control with info on live incidents on Essex roads. Mon-Fri 0600-2000 Sat 0900-1730. Please send updates-but we cannot reply directly,58532.0,0.0,slow,0
0,8.21759538764333e+17,M25 Clockwise – Slow moving traffic between J27 (M11) and J28 (A12/Brook Street).,2017-01-18T16:41:56.000Z,97210159.0,Essex Travel News,Latest from ECC's Traffic Control with info on live incidents on Essex roads. Mon-Fri 0600-2000 Sat 0900-1730. Please send updates-but we cannot reply directly,58532.0,0.0,slow,1
