,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause,class
0,8.15897218062422e+17,#M25 clockwise between J13 and J14 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-02T12:27:10.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full,0
0,8.169809859211428e+17,"#M25 clockwise blocked, stationary traffic due to accident between J13 A30 (Staines) and J14 A3113 (Heathrow).",2017-01-05T12:13:40.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,accident block stationary,1
0,8.191405824885719e+17,#M25 clockwise between J13 and J14 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-11T11:15:08.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full,0
0,8.19140583851774e+17,#M25 clockwise between J13 and J14 - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-11T11:15:08.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,conges full,0
0,8.192218574675845e+17,"#M25 queuing clockwise between J13, Staines and J15 M4",2017-01-11T16:38:05.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,queu,0
0,8.19224870382932e+17,"Queueing traffic clockwise #M25 between J13, #Staines and J15 #M4. https://t.co/RmhHfOOVss",2017-01-11T16:50:04.000Z,23930762.0,Greatest Hits Radio Surrey & East Hampshire,The biggest songs of the 70s 80s and 90s played by presenters you know and love. Listen on your radio mobile or on your smart speaker.,62108.0,0.0,queu,0
0,8.192325383130358e+17,TRAVEL: #M25: One lane blocked by a broken down car transporter clockwise between J13 #Staines and J14 @HeathrowAirport,2017-01-11T17:20:32.000Z,3110943143.0,Sylvie Blackmore,Radio Presenter at the BBC and Clinician in the NHS,1855.0,0.0,down broken block,0
0,8.192325383842775e+17,TRAVEL: #M25: One lane blocked by a broken down car transporter clockwise between J13 #Staines and J14 @HeathrowAirport,2017-01-11T17:20:32.000Z,67332739.0,BBC Radio Surrey,Tune in to BBC Radio Surrey across  #Surrey & NE #Hampshire on 104/104.6FM/ Online/ DAB/ Freeview 722/ Smart phone & speaker.,60807.0,1.0,down broken block,0
0,8.192325384221164e+17,TRAVEL: #M25: One lane blocked by a broken down car transporter clockwise between J13 #Staines and J14 @HeathrowAirport,2017-01-11T17:20:32.000Z,362375284.0,BBC Radio Surrey Travel,Official travel news feed for #Surrey from @BBCSurrey: BBC Radio Surrey 104/104.6FM Digital Online and Freeview 722 with Surrey County Council and partners.,40778.0,0.0,down broken block,0
0,8.192349850560758e+17,"M25 TRAFFIC NEWS - #HighwaysEngland @HighwaysSEAST  

#M25 Clockwise delays between J13 # Windsor + J14... https://t.co/FZpmJ3IVbh",2017-01-11T17:30:15.000Z,61511100.0,CHT News (aka Crawley Happy Times),A local online newspaper reporting only the good positive news and events in Crawley. A great town in West Sussex! :-) xx,4191.0,0.0,delay,0
