,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause,class
0,8.17713662169387e+17,#M25 anti-clockwise between J25 and J24 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-07T12:45:04.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full,1
0,8.177136631676232e+17,#M25 anti-clockwise between J25 and J24 - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-07T12:45:04.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,conges full,1
0,8.1771805377758e+17,#M25 anti-clockwise between J25 and J24 | Anti-Clockwise | Congestion | Hertfordshire https://t.co/A8chDi2bp3 #east #uktraffic,2017-01-07T13:02:31.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,conges,1
0,8.178057783084483e+17,#M25 anti-clockwise between J25 and J24 - Accident - Full details at https://t.co/LwI3prBa31,2017-01-07T18:51:06.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,accident full,1
0,8.178060211165962e+17,M25 anti-clockwise between J25 and J24 | Accident https://t.co/kelaOlUoCM,2017-01-07T18:52:04.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,accident,1
0,8.17806529797718e+17,M25 anti-clockwise between J25 and J24 | Accident https://t.co/AFDmDJoCq2 Thx 2 HW England,2017-01-07T18:54:05.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,accident,1
0,8.178093036376637e+17,M25 anti-clockwise between J25 and J24 | Accident https://t.co/Ex8nPcpEQO,2017-01-07T19:05:06.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,accident,1
0,8.17810387458519e+17,M25 anti-clockwise between J25 and J24 | Accident https://t.co/zt51CaCETL Thx 2 HW England,2017-01-07T19:09:25.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,accident,1
0,8.178180353105224e+17,#M25 anti-clockwise between J25 and J24 | Anti-Clockwise | Accident | Hertfordshire https://t.co/KpcmHvkeky #east #uktraffic,2017-01-07T19:39:48.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,accident,1
0,8.178212447540142e+17,#방탄소년단 #love #GOT7M25 anti-clockwise between J25 and J24 | Anti-Clockwise | Accident https://t.co/GQwDSCH8Ty #travel #traveling,2017-01-07T19:52:33.000Z,471002654.0,Travel,,12.0,0.0,accident,1
0,8.178212493971087e+17,#방탄소년단 #love #GOT7M25 anti-clockwise between J25 and J24 | Anti-Clockwise | Congestion https://t.co/ie9IGfKxOU #travel #traveling,2017-01-07T19:52:34.000Z,471002654.0,Travel,,12.0,0.0,conges,1
