,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause,class
0,8.159391839991562e+17,"#Traffic #update M25 anti-clockwise between J26 and J25 | Anti-Clockwise | Vehicle Recovery https://t.co/G7EeIMTBsU January 2, 2017",2017-01-02T15:13:55.000Z,7.223857485241467e+17,UK TRAFFIC SOLUTIONS,,11.0,0.0,,1
0,8.159392184215962e+17,M25 anti-clockwise between J26 and J25 | Vehicle Recovery https://t.co/uXvlFAzKE0,2017-01-02T15:14:03.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,,1
0,8.159394872305213e+17,#M25 anti-clockwise between J26 and J25 - Vehicle Recovery - Full details at https://t.co/LwI3prBa31,2017-01-02T15:15:07.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,full,1
0,8.159398559853732e+17,M25 anti-clockwise between J26 and J25 | Anti-Clockwise | Vehicle Recovery https://t.co/AuVbdxLcO8,2017-01-02T15:16:35.000Z,3818483657.0,Traffic Updates,Live news updates of the U.K. roads network,263.0,0.0,,1
0,8.159401932786934e+17,M25 anti-clockwise between J26 and J25 | Vehicle Recovery https://t.co/MpIWvsf690 Thx 2 HW England,2017-01-02T15:17:56.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,,1
0,8.159451681762468e+17,M25 anti-clockwise between J26 and J25 | Anti-Clockwise | Congestion https://t.co/URtCw5ZIEO,2017-01-02T15:37:42.000Z,3818483657.0,Traffic Updates,Live news updates of the U.K. roads network,263.0,0.0,conges,1
0,8.159462770914263e+17,#M25 anti-clockwise between J26 and J25 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-02T15:42:06.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full,1
0,8.159469007551529e+17,The #M25 anticlockwise is blocked due to an accident between J26 A121 (#WalthamAbbey) and J25 A10 (#Enfield).,2017-01-02T15:44:35.000Z,166946597.0,Heart Four Counties,Turning up the feel good for Herts Beds Bucks & Northants with Jamie and Amanda on Heart Breakfast and Hannah getting you home from 4!,17295.0,1.0,accident block,1
0,8.159480505564201e+17,"15:49 #M25 #Essex 
RTC blocked anticlockwise between J26 A121 Waltham Abbey &amp; J25 A10 Enfield https://t.co/BBeECfzoaB",2017-01-02T15:49:09.000Z,41393286.0,Real Time Travel,Real Time Travel News for the Felixstowe & Ipswich Areas Provided by IBPTS The Travel Experts in Local Bus Express Coach and Railway Operations,1826.0,0.0,block,1
0,8.159559656904458e+17,"16:21 #M25 #Essex 
RTC Cleared anticlockwise between J26 A121 Waltham Abbey &amp; J25 A10 Enfield",2017-01-02T16:20:36.000Z,41393286.0,Real Time Travel,Real Time Travel News for the Felixstowe & Ipswich Areas Provided by IBPTS The Travel Experts in Local Bus Express Coach and Railway Operations,1826.0,0.0,,0
