,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause,class
0,8.161746754494956e+17,TRAVEL: Heavy traffic on M25 clockwise between J10 A3 (Wisley Interchange) and J11 A317 (Chertsey) https://t.co/RmhHfOOVss,2017-01-03T06:49:41.000Z,23930762.0,Greatest Hits Radio Surrey & East Hampshire,The biggest songs of the 70s 80s and 90s played by presenters you know and love. Listen on your radio mobile or on your smart speaker.,62108.0,0.0,heavy,1
0,8.161748217636495e+17,"#M25 heavy clockwise between J10, Wisley Interchange and J11, Chertsey",2017-01-03T06:50:15.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,heavy,1
0,8.161825837258015e+17,#M25 clockwise between J10 and J11 - Accident - Full details at https://t.co/l5EmoAw0RN,2017-01-03T07:21:06.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,accident full,1
0,8.161825846905405e+17,#M25 clockwise between J10 and J11 - Accident - Full details at https://t.co/LwI3prBa31,2017-01-03T07:21:06.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,accident full,1
0,8.161832511654666e+17,M25 TRAFFIC NEWS - #M25 clockwise delays between J10 &amp; J11,2017-01-03T07:23:45.000Z,61511100.0,CHT News (aka Crawley Happy Times),A local online newspaper reporting only the good positive news and events in Crawley. A great town in West Sussex! :-) xx,4191.0,0.0,delay,1
0,8.161833362844754e+17,M25 clockwise between J10 and J11 | Accident https://t.co/UJPtWwBBgg,2017-01-03T07:24:05.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0,accident,1
0,8.161833366242345e+17,M25 clockwise between J10 and J11 | Clockwise | Accident,2017-01-03T07:24:06.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,accident,1
0,8.161848424884183e+17,M25 clockwise between J10 and J11 | Clockwise | Accident https://t.co/Luj7vsr5PU,2017-01-03T07:30:05.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0,accident,1
0,8.16185179886719e+17,M25 clockwise between J10 and J11 | Accident https://t.co/MHOScFprme Thx 2 HW England,2017-01-03T07:31:25.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,accident,1
0,8.161861196289188e+17,M25 clockwise between J10 and J11 | Clockwise | Accident https://t.co/LD5x09jJOC,2017-01-03T07:35:09.000Z,3294220550.0,Naira Connect,Naira Connect is one of the world's largest online search engine for cheap flights and hotels worldwide. It's also a travel community,181.0,0.0,accident,1
0,8.161954235471913e+17,#M25 clockwise between J10 and J11 - Accident - Full details at https://t.co/LwI3prjyEr,2017-01-03T08:12:07.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,accident full,1
0,8.170304127782707e+17,#M25 clockwise between J10 and J11 - Broken down vehicle - Full details at https://t.co/l5EmoAw0RN,2017-01-05T15:30:04.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,down broken full,1
0,8.17030414523048e+17,#M25 clockwise between J10 and J11 - Broken down vehicle - Full details at https://t.co/LwI3prBa31,2017-01-05T15:30:05.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,down broken full,1
0,8.17030568479105e+17,M25 clockwise between J10 and J11 | Broken down vehicle https://t.co/Hkoj7UiI2J,2017-01-05T15:30:41.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0,down broken,1
0,8.170307048234066e+17,M25 clockwise between J10 and J11 | Broken down vehicle https://t.co/Jjo7vFyfmu Thx 2 HW England,2017-01-05T15:31:14.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,down broken,1
0,8.170316724995768e+17,M25 clockwise between J10 and J11 | Clockwise | Broken down vehicle,2017-01-05T15:35:05.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,down broken,1
0,8.170411623221903e+17,"#M25 earlier broken down vehicle clockwise between J10, Wisley Interchange and J11, Chertsey, queues",2017-01-05T16:12:47.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,down broken queu,1
