,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause,class,predicted
0,8.163874368760668e+17,Our traffic officers are on scene and recovery is en route for the collision on the #M25 clockwise between J25 - J2… …,2017-01-03T20:55:07.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,officer collision,0,0.0
1,8.164145734440755e+17,#M25 clockwise between J4 and J5 | Clockwise | Road Works | Kent https://t.co/4naK6b0Af8 #uktraffic,2017-01-03T22:42:57.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work,0,0.0
2,8.216327498408305e+17,M25 clockwise between J4 and J5 | Congestion https://t.co/b0YTiVI1HG,2017-01-18T08:18:07.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0,conges,0,0.0
3,8.216335345363845e+17,#M25 clockwise between J4 and J5 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-18T08:21:14.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full,0,1.0
4,8.216336101806244e+17,M25 clockwise between J4 and J5 | Congestion https://t.co/DF6rDvD2ou Thx 2 HW England,2017-01-18T08:21:32.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,conges,0,0.0
5,8.234189990776709e+17,M25 clockwise between J4 and J5 | Clockwise | Congestion,2017-01-23T06:36:02.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,conges,0,0.0
6,8.234190069672264e+17,#M25 clockwise between J4 and J5 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-23T06:36:04.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full,0,1.0
7,8.234227962439639e+17,M25 clockwise between J4 and J5 | Clockwise | Congestion https://t.co/DM7FxCnPKM,2017-01-23T06:51:07.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0,conges,0,0.0
8,8.234305030973645e+17,"M25 J2-J5, Clockwise. Slow moving traffic between J2 and J5.",2017-01-23T07:21:45.000Z,227636125.0,KCC Highways,The Official Twitter feed for KCC Highways. Local travel information. Please report Highway faults via our website: http://t.co/XDZ5dCb6De or call 03000 418181,77747.0,1.0,slow,0,0.0
9,8.234585012048691e+17,"CLEARED: M25 J2-J5, Clockwise. Earlier congestion between J2 and J5 has cleared.",2017-01-23T09:13:00.000Z,227636125.0,KCC Highways,The Official Twitter feed for KCC Highways. Local travel information. Please report Highway faults via our website: http://t.co/XDZ5dCb6De or call 03000 418181,77747.0,1.0,conges,0,0.0
10,8.241475755446764e+17,#M25 clockwise between J4 and J5 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-25T06:51:08.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full,0,1.0
11,8.241485079593656e+17,M25 J5 Clockwise / M26:  There is slow moving traffic on the approaches between M25 J4 and J5 and on the M26: https://t.co/nMnyJPFKbf,2017-01-25T06:54:50.000Z,227636125.0,KCC Highways,The Official Twitter feed for KCC Highways. Local travel information. Please report Highway faults via our website: http://t.co/XDZ5dCb6De or call 03000 418181,77747.0,1.0,slow,0,0.0
12,8.2417300096256e+17,M25 clockwise between J4 and J5 | Congestion https://t.co/r05rFNfIJB,2017-01-25T08:32:10.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0,conges,0,0.0
13,8.241730365889905e+17,M25 clockwise between J4 and J5 | Congestion https://t.co/jhEFLkHZ80 Thx 2 HW England,2017-01-25T08:32:18.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,conges,0,0.0
14,8.250258567203512e+17,M25 clockwise between J4 and J5 | Clockwise | Road Works,2017-01-27T17:01:07.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,work,0,0.0
15,8.250291144824709e+17,Our Travel News: M25 clockwise between J4 and J5 | Clockwise | Road Works https://t.co/786co96QPf #travel,2017-01-27T17:14:03.000Z,66633423.0,The Sameday Company,Multi Award Winning B2B Courier Service.,907.0,0.0,work,0,0.0
16,8.250303842785935e+17,M25 clockwise between J4 and J5 | Clockwise | Road Works https://t.co/ACIrJz1824,2017-01-27T17:19:06.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0,work,0,0.0
17,8.250315801795379e+17,South East Traffic M25 clockwise between J4 and J5 | Clockwise | Road Works https://t.co/JxdaCgYCPE Drive Safe All,2017-01-27T17:23:51.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0,work,0,0.0
18,8.255618301017539e+17,#M25 clockwise between J4 and J5 | Clockwise | Road Works | Kent https://t.co/4naK6b0Af8 #uktraffic,2017-01-29T04:30:53.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work,0,0.0
19,8.259674570263265e+17,TRAVEL: queuing traffic on the #M25 clockwise between J4 A21 / A224 (Orpington) and J7 M23 after an earlier incident https://t.co/pjMQp9RnDY,2017-01-30T07:22:42.000Z,288993240.0,kmfm News,"The latest Kent headlines from the kmfm news team.
Email: news@thekmgroup.co.uk
Listen: https://t.co/DcAT33l4Pu",21269.0,1.0,incident queu,1,1.0
20,8.25967491277058e+17,TRAVEL: queuing traffic on the #M25 clockwise between J4 A21 / A224 (Orpington) and J7 M23 after an earlier incident,2017-01-30T07:22:50.000Z,31101301.0,KentOnline,All the latest news from Kent - brought to you by the KentOnline team. Send stories and pics to news@thekmgroup.co.uk,194275.0,1.0,incident queu,1,1.0
21,8.259746290219254e+17,#M25 clockwise between J4 and J5 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-30T07:51:12.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full,1,1.0
