,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause,class,predicted
0,8.157290839547863e+17,M25 clockwise between J10 and J11 | Clockwise | Road Works,2017-01-02T01:19:03.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,work,0,0.0
1,8.157320093895516e+17,South East Traffic M25 clockwise between J10 and J11 | Clockwise | Road Works https://t.co/90dGX2LJIX Drive Safe All,2017-01-02T01:30:41.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0,work,0,0.0
2,8.157342385908122e+17,M25 clockwise between J10 and J11 | Clockwise | Road Works https://t.co/21GDJ2o1Jn,2017-01-02T01:39:32.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0,work,0,0.0
3,8.15751247378559e+17,#방탄소년단 #love #GOT7M25 clockwise between J10 and J11 | Clockwise | Road Works https://t.co/BQ9lnPkAin #travel #traveling,2017-01-02T02:47:07.000Z,471002654.0,Travel,,12.0,0.0,work,0,0.0
4,8.15779216910336e+17,#M25 clockwise between J10 and J11 | Clockwise | Road Works | Surrey https://t.co/jbHn3njYqD #uktraffic,2017-01-02T04:38:16.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work,0,0.0
5,8.161746754494956e+17,TRAVEL: Heavy traffic on M25 clockwise between J10 A3 (Wisley Interchange) and J11 A317 (Chertsey) https://t.co/RmhHfOOVss,2017-01-03T06:49:41.000Z,23930762.0,Greatest Hits Radio Surrey & East Hampshire,The biggest songs of the 70s 80s and 90s played by presenters you know and love. Listen on your radio mobile or on your smart speaker.,62108.0,0.0,heavy,1,0.0
6,8.161748217636495e+17,"#M25 heavy clockwise between J10, Wisley Interchange and J11, Chertsey",2017-01-03T06:50:15.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,heavy,1,0.0
7,8.161825837258015e+17,#M25 clockwise between J10 and J11 - Accident - Full details at https://t.co/l5EmoAw0RN,2017-01-03T07:21:06.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,accident full,1,1.0
8,8.161825846905405e+17,#M25 clockwise between J10 and J11 - Accident - Full details at https://t.co/LwI3prBa31,2017-01-03T07:21:06.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,accident full,1,1.0
9,8.161832511654666e+17,M25 TRAFFIC NEWS - #M25 clockwise delays between J10 &amp; J11,2017-01-03T07:23:45.000Z,61511100.0,CHT News (aka Crawley Happy Times),A local online newspaper reporting only the good positive news and events in Crawley. A great town in West Sussex! :-) xx,4191.0,0.0,delay,1,0.0
10,8.161833362844754e+17,M25 clockwise between J10 and J11 | Accident https://t.co/UJPtWwBBgg,2017-01-03T07:24:05.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0,accident,1,1.0
11,8.161833366242345e+17,M25 clockwise between J10 and J11 | Clockwise | Accident,2017-01-03T07:24:06.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,accident,1,1.0
12,8.161848424884183e+17,M25 clockwise between J10 and J11 | Clockwise | Accident https://t.co/Luj7vsr5PU,2017-01-03T07:30:05.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0,accident,1,1.0
13,8.16185179886719e+17,M25 clockwise between J10 and J11 | Accident https://t.co/MHOScFprme Thx 2 HW England,2017-01-03T07:31:25.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,accident,1,1.0
14,8.161861196289188e+17,M25 clockwise between J10 and J11 | Clockwise | Accident https://t.co/LD5x09jJOC,2017-01-03T07:35:09.000Z,3294220550.0,Naira Connect,Naira Connect is one of the world's largest online search engine for cheap flights and hotels worldwide. It's also a travel community,181.0,0.0,accident,1,1.0
15,8.161954235471913e+17,#M25 clockwise between J10 and J11 - Accident - Full details at https://t.co/LwI3prjyEr,2017-01-03T08:12:07.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,accident full,1,1.0
16,8.163874368760668e+17,Our traffic officers are on scene and recovery is en route for the collision on the #M25 clockwise between J25 - J2… …,2017-01-03T20:55:07.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,officer collision,0,0.0
17,8.165357531613798e+17,TRAVEL: M25 clockwise is building between J10 and J11.  Clockwise into J6 is also heavy.,2017-01-04T06:44:28.000Z,101248459.0,BBC Radio Sussex,"Your radio station made in #Sussex for Sussex. 
Tune in: 104.5/8 or 95.3 FM DAB Freeview 720 or Smart Speaker.
sussexnews@bbc.co.uk
Phone: 0800 232 1045",126794.0,1.0,heavy,0,0.0
18,8.165357531781816e+17,TRAVEL: M25 clockwise is building between J10 and J11.  Clockwise into J6 is also heavy.,2017-01-04T06:44:28.000Z,67332739.0,BBC Radio Surrey,Tune in to BBC Radio Surrey across  #Surrey & NE #Hampshire on 104/104.6FM/ Online/ DAB/ Freeview 722/ Smart phone & speaker.,60807.0,1.0,heavy,0,0.0
19,8.165357531865088e+17,TRAVEL: M25 clockwise is building between J10 and J11.  Clockwise into J6 is also heavy.,2017-01-04T06:44:28.000Z,3110943143.0,Sylvie Blackmore,Radio Presenter at the BBC and Clinician in the NHS,1855.0,0.0,heavy,0,0.0
20,8.165357532536504e+17,TRAVEL: M25 clockwise is building between J10 and J11.  Clockwise into J6 is also heavy.,2017-01-04T06:44:28.000Z,362375284.0,BBC Radio Surrey Travel,Official travel news feed for #Surrey from @BBCSurrey: BBC Radio Surrey 104/104.6FM Digital Online and Freeview 722 with Surrey County Council and partners.,40778.0,0.0,heavy,0,0.0
21,8.165436234079314e+17,#M25 Heavy clockwise between J10 A3 Wisley Interchange and J11 Chertsey.,2017-01-04T07:15:45.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,heavy,0,0.0
22,8.165446525727212e+17,#M25 - MINOR - Surrey Clockwise - Congestion - Between J10 for A3 Surrey and J11 for A317 Chertsey,2017-01-04T07:19:50.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0,conges,0,0.0
23,8.165476407752172e+17,TRAVEL: Heavy traffic on M25 clockwise between J10 A3 (Wisley Interchange) and J11 A317 (Chertsey) https://t.co/RmhHfOOVss,2017-01-04T07:31:42.000Z,23930762.0,Greatest Hits Radio Surrey & East Hampshire,The biggest songs of the 70s 80s and 90s played by presenters you know and love. Listen on your radio mobile or on your smart speaker.,62108.0,0.0,heavy,0,0.0
24,8.165534928694313e+17,#M25 Heavy clockwise between Cobham Services and J11 Chertsey.Past J10 A3.,2017-01-04T07:54:58.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,heavy,0,0.0
25,8.16913797168382e+17,#M25 Heavy clockwise between J10 A3 Wisley Interchange and J11 Chertsey.,2017-01-05T07:46:41.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,heavy,0,0.0
26,8.170304127782707e+17,#M25 clockwise between J10 and J11 - Broken down vehicle - Full details at https://t.co/l5EmoAw0RN,2017-01-05T15:30:04.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,down broken full,1,1.0
